Category,Food Name,Description,Food Group,Food Subgroup,Edible Portion,Default Serving Size,Alternative Serving Size(s),Source of Data,Last Updated,Per 100 Unit,Per Serving Size,Energy (kcal) - Per 100,Energy (kcal) - Per Serving,Protein (g) - Per 100,Protein (g) - Per Serving,Total Fat (g) - Per 100,Total Fat (g) - Per Serving,Saturated Fat (g) - Per 100,Saturated Fat (g) - Per Serving,Trans Fat (g) - Per 100,Trans Fat (g) - Per Serving,Carbohydrate (g) - Per 100,Carbohydrate (g) - Per Serving,Sugar (g) - Per 100,Sugar (g) - Per Serving,Added Sugar (g) - Per 100,Added Sugar (g) - Per Serving,Dietary Fibre (g) - Per 100,Dietary Fibre (g) - Per Serving,Sodium (mg) - Per 100,Sodium (mg) - Per Serving,Potassium (mg) - Per 100,Potassium (mg) - Per Serving,Calcium (mg) - Per 100,Calcium (mg) - Per Serving,Iron (mg) - Per 100,Iron (mg) - Per Serving,Water (g) - Per 100,Water (g) - Per Serving,Nitrogen (g) - Per 100,Nitrogen (g) - Per Serving,Polyunsaturated Fat (g) - Per 100,Polyunsaturated Fat (g) - Per Serving,Monounsaturated Fat (g) - Per 100,Monounsaturated Fat (g) - Per Serving,Omega-3 (EPA+DHA) (mg) - Per 100,Omega-3 (EPA+DHA) (mg) - Per Serving,Cholesterol (mg) - Per 100,Cholesterol (mg) - Per Serving,Glucose (g) - Per 100,Glucose (g) - Per Serving,Fructose (g) - Per 100,Fructose (g) - Per Serving,Maltose (g) - Per 100,Maltose (g) - Per Serving,Galactose (g) - Per 100,Galactose (g) - Per Serving,Sucrose (g) - Per 100,Sucrose (g) - Per Serving,Lactose (g) - Per 100,Lactose (g) - Per Serving,Starch (g) - Per 100,Starch (g) - Per Serving,Vitamin A (μg) - Per 100,Vitamin A (μg) - Per Serving,Retinol (μg) - Per 100,Retinol (μg) - Per Serving,B-carotene (μg) - Per 100,B-carotene (μg) - Per Serving,Thiamine (Vitamin B1) (mg) - Per 100,Thiamine (Vitamin B1) (mg) - Per Serving,Riboflavin (Vitamin B2) (mg) - Per 100,Riboflavin (Vitamin B2) (mg) - Per Serving,Vitamin B6 (mg) - Per 100,Vitamin B6 (mg) - Per Serving,Folic Acid (Vitamin B9) (μg) - Per 100,Folic Acid (Vitamin B9) (μg) - Per Serving,Vitamin B12 (μg) - Per 100,Vitamin B12 (μg) - Per Serving,Vitamin C (mg) - Per 100,Vitamin C (mg) - Per Serving,Vitamin D (IU) - Per 100,Vitamin D (IU) - Per Serving,Vitamin E (IU) - Per 100,Vitamin E (IU) - Per Serving,Vitamin K (μg) - Per 100,Vitamin K (μg) - Per Serving,Phosphorus (mg) - Per 100,Phosphorus (mg) - Per Serving,Selenium (μg) - Per 100,Selenium (μg) - Per Serving,Zinc (mg) - Per 100,Zinc (mg) - Per Serving
Beverages,Soursop juice drink,"Beverage made with soursop juice, water and sweetenerss",Beverages,Juice drinks,100%,1 glass (250ml) = 250ml,-,NIP,2025,Per 100ml,Per Serving (250ml),50,125,0,0,0,0,0,0,0,0,12.16,30.4,12,30,-,-,0,0,16,40,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.66,36.65,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Vegetable juice drink,"Beverage made with vegetable juice concentrate, water and sweeteners",Beverages,Juice drinks,100%,1 glass (250ml) = 250ml,-,NIP,2025,Per 100ml,Per Serving (250ml),29,73,0.29,0.73,0,0,0,0,0,0,6.81,17.03,5.78,14.45,-,-,1.94,4.85,146,365,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202,505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.2,213,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Fresh mixed juices (vegetable base with celery),"Freshly made juice made from a mix of multiple vegetables, with majority being celery",Beverages,Juice drinks,100%,1 medium cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),23,92,0.52,2.08,0.06,0.24,0.01,0.04,Trace,Trace,5.12,20.48,4.65,18.6,-,-,-,-,-,-,181,724,13,52,0.1,0.4,93.54,374.16,-,-,0.02,0.08,Trace,Trace,Trace,Trace,-,-,1.52,6.08,3.13,12.52,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Fresh mixed juices (with orange base),"Freshly made juice made from a mix of multiple fruits, with majority being oranges",Beverages,Juice drinks,100%,1 medium cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),38,152,0.58,2.32,0.07,0.28,0,0,0,0,8.8,35.2,8.81,35.24,-,-,-,-,-,-,172,688,84,336,0.13,0.52,92.26,369.04,-,-,-,-,-,-,-,-,-,-,3.57,14.28,4.82,19.28,0,0,0,0,0.38,1.52,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Fresh mixed juices (with berries base),"Freshly made juice made from a mix of multiple fruits, with majority being berries",Beverages,Juice drinks,100%,1 medium cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),45,180,0.47,1.88,0.07,0.28,0,0,0,0,10.49,41.96,9.28,37.12,-,-,-,-,-,-,104,416,7,28,0.25,1,92.39,369.56,-,-,-,-,-,-,-,-,-,-,3.32,13.28,4.14,16.56,0.13,0.52,0,0,1.68,6.72,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Fresh mixed juices (vegetable base with carrot),"Freshly made juice made from a mix of multiple vegetables, with majority being carrots",Beverages,Juice drinks,100%,1 medium cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),34,136,0.56,2.24,0.24,0.96,0.04,0.16,0,0,7.45,29.8,6.71,26.84,-,-,-,-,-,-,188,752,16,64,0.14,0.56,94.39,377.56,-,-,-,-,-,-,-,-,-,-,2,8,3.37,13.48,0,0,0,0,1.36,5.44,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Chocolate drink,Sweet beverage made with cocoa powder or chocolate syrup mixed with milk or water,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),64,128,1.44,2.88,1.86,3.72,1.39,2.78,0,0,10.47,20.94,7.58,15.16,-,-,0,0,49,98,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Chocolate drink (no sugar),Unsweetened beverage made with pure cocoa powder mixed with milk or water,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),46,92,1.45,2.9,1.45,2.9,0.97,1.94,0,0,6.31,12.62,1.94,3.88,-,-,0.97,1.94,40,80,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Chocolate malt drink,Sweet beverage made with chocolate and malted milk powder,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),59,118,0.99,1.98,1.27,2.54,1.15,2.3,49.28,98.56,11.01,22.02,8.75,17.5,-,-,0.59,1.18,33,66,-,-,74,148,0.8,1.6,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.52,99.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.25,6.5,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Flavoured chocolate drink,Chocolate-based beverage with added flavours,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),60,120,1.88,3.76,1.66,3.32,1.15,2.3,0,0,9.52,19.04,6.85,13.7,-,-,0.84,1.68,36,72,-,-,131,262,28.23,56.46,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Horlicks dinosaur,"A cold, malted drink mixed with condensed milk, topped with a heaped tablespoon of Horlick powder",Beverages,Malted and chocolate drinks,100%,1 glass (450ml) = 450ml,-,Lab Analysis,2023,Per 100ml,Per Serving (450ml),73,329,2.05,9.23,0.89,4.01,0.37,1.67,-,-,14.06,63.27,8.81,39.65,-,-,0.37,1.67,86,387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Iced Milo,"Beverage made with chocolate and malt powder mixed with hot water and condensed milk, served over ice",Beverages,Malted and chocolate drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),72,288,1.24,4.96,1.89,7.56,0.98,3.92,0.01,0.04,12.66,50.64,8.66,34.64,-,-,-,-,-,-,122,488,85,340,6.13,24.52,66.44,265.76,-,-,Trace,Trace,Trace,Trace,-,-,-,-,0.08,0.32,0,0,0.88,3.52,0,0,5.65,22.6,2.03,8.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo,Beverage made with chocolate and malt powder mixed with hot water and condensed milk,Beverages,Malted and chocolate drinks,100%,1 regular cup(s) = 250ml,1 large cup(s) = 300ml,Derived,2026,Per 100ml,Per Serving (250ml),93,233,1.6,4,2.44,6.1,1.27,3.18,0.01,0.03,16.32,40.8,11.16,27.9,-,-,-,-,-,-,157,393,110,275,7.91,19.78,85.66,214.15,-,-,-,-,-,-,-,-,-,-,0.1,0.25,0,0,1.14,2.85,0,0,7.28,18.2,2.62,6.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo (packaged),"Ready-to-drink chocolate malt beverage in a can, packet or bottle",Beverages,Malted and chocolate drinks,100%,1 packet = 240ml,-,NIP,2025,Per 100ml,Per Serving (240ml),60,144,1.74,4.18,1.7,4.08,0.95,2.28,41.66,99.98,9.25,22.2,6.95,16.68,-,-,0.5,1.2,28,67,-,-,90,216,0.85,2.04,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,12,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo (powder),Chocolate malt drink powder,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),59,118,2.16,4.32,1.3,2.6,0.71,1.42,0.04,0.08,9.47,18.94,5.47,10.94,-,-,0.52,1.04,37,74,-,-,93,186,2.14,4.28,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.73,13.46,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo dinosaur,"Cold, chocolate malted drink mixed with condensed milk, topped with a heaped tablespoon of milo powder",Beverages,Malted and chocolate drinks,100%,1 medium cup(s) = 550ml,-,Derived,2026,Per 100ml,Per Serving (550ml),91,501,1.86,10.23,2.69,14.8,1.24,6.82,Trace,Trace,14.73,81.02,11.28,62.04,-,-,-,-,-,-,155,853,81,446,2.39,13.15,85.62,470.91,-,-,0.23,1.27,0.97,5.34,Trace,Trace,-,-,0.22,1.21,Trace,Trace,0.96,5.28,Trace,Trace,7.55,41.53,2.55,14.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo Gao Siew Dai (powder),Concentrated chocolate malt drink powder with less sugar,Beverages,Malted and chocolate drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),59,118,1.84,3.68,1.5,3,0.68,1.36,0,0,9.05,18.1,5.36,10.72,-,-,0.72,1.44,34,68,-,-,89,178,2.44,4.88,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.13,26.26,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo godzilla,"Cold, chocolate malted drink mixed with condensed milk, served with a scoop of ice cream",Beverages,Malted and chocolate drinks,100%,1 medium cup(s) = 500ml,-,Derived,2026,Per 100ml,Per Serving (500ml),76,380,1.68,8.4,2.4,12,1.29,6.45,Trace,Trace,12.04,60.2,5.75,28.75,-,-,-,-,-,-,136,680,74,370,1.93,9.65,87.2,436,-,-,0.16,0.8,0.71,3.55,Trace,Trace,-,-,0.73,3.65,0.39,1.95,0.58,2.9,Trace,Trace,2.07,10.35,1.97,9.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo Peng (packaged),Ready-to-drink iced Milo made with milo powder and condensed milk,Beverages,Malted and chocolate drinks,100%,1 bottle = 225ml,-,NIP,2025,Per 100ml,Per Serving (225ml),63,142,1.91,4.3,1.68,3.78,0.8,1.8,0.08,0.18,10,22.5,5.02,11.29,-,-,36.88,82.98,0,0,-,-,120,270,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Milo siu dai,"Chocolate malt drink with less sugar, made with milo powder and condensed milk",Beverages,Malted and chocolate drinks,100%,1 regular cup(s) = 250ml,1 large cup(s) = 300ml,Derived,2026,Per 100ml,Per Serving (250ml),80,200,1.54,3.85,2.12,5.3,1.16,2.9,0,0,13.69,34.23,9.2,23,-,-,-,-,-,-,146,365,117,293,3.03,7.57,87.74,219.35,-,-,-,-,-,-,-,-,-,-,0.08,0.2,0,0,1.07,2.68,0,0,5.78,14.45,2.3,5.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Iced Milo siu dai,"Chocolate malt drink with less sugar, made with milo powder and condensed milk, served over ice",Beverages,Malted and chocolate drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),62,248,1.19,4.76,1.64,6.56,0.9,3.6,0,0,10.62,42.48,7.14,28.56,-,-,-,-,-,-,113,452,91,364,2.35,9.4,68.05,272.2,-,-,Trace,Trace,Trace,Trace,-,-,-,-,0.06,0.24,0,0,0.83,3.32,0,0,4.48,17.92,1.78,7.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Iced Horlicks,"Beverage made by adding hot water to malted milk powder (horlicks), served over ice",Beverages,Malted and chocolate drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),62,248,1.67,6.68,1.04,4.16,0.5,2,0.01,0.04,11.61,46.44,8.73,34.92,-,-,-,-,-,-,109,436,104,416,1.79,7.16,66.22,264.88,-,-,Trace,Trace,Trace,Trace,-,-,-,-,0.36,1.44,0,0,2.8,11.2,0,0,3.58,14.32,1.95,7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Bandung (packaged),"Ready-to-drink rose syrup milk beverage, made with rose syrup and evaporated milk",Beverages,Asian and herbal drinks,100%,1 can = 330ml,-,NIP,2025,Per 100ml,Per Serving (330ml),63,208,1,3.3,3,9.9,0,0,0,0,8,26.4,8.66,28.58,-,-,0,0,18,59,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Barley drink,"Beverage made from barley, sugar and water, boiled",Beverages,Asian and herbal drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),32,128,0.13,0.52,0,0,0,0,0,0,7.78,31.12,6.06,24.24,-,-,-,-,-,-,8,32,2,8,Trace,Trace,94.57,378.28,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0.1,0.4,0,0,5.96,23.84,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Barley drink (less sugar, packaged)",Ready-to-drink beverage made from cooked barley with less sugar,Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 250ml,1 carton = 475ml,NIP,2025,Per 100ml,Per Serving (250ml),28,70,0,0,0,0,0,0,0,0,7,17.5,6,15,-,-,0,0,2,5,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Bird's nest drink (less sugar, packaged)",Ready-to-drink beverage made with real bird's nest extract and less sugar,Beverages,Asian and herbal drinks,100%,1 small bottle = 180ml,-,NIP,2025,Per 100ml,Per Serving (180ml),27,49,1.15,2.07,0.05,0.09,0.05,0.09,0,0,5.45,9.81,5.45,9.81,-,-,0.1,0.18,6,11,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Chinese herbal tea (less sugar, packaged)",Ready-to-drink traditional Chinese herbal tea with less sugar,Beverages,Asian and herbal drinks,100%,1 can = 300ml,-,NIP,2025,Per 100ml,Per Serving (300ml),24,72,0.08,0.24,0,0,0,0,0,0,5.94,17.82,5.74,17.22,-,-,0,0,5,15,-,-,2,6,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.27,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Chrysanthemum tea (less sugar),Chrysanthemum tea with less sugar,Beverages,Asian and herbal drinks,100%,1 packet (250ml) = 250ml,-,Borrowed,2025,Per 100ml,Per Serving (250ml),26,65,0,0,0,0,0,0,-,-,6.4,16,6.4,16,-,-,Trace,Trace,0,0,-,-,Trace,Trace,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Grass jelly drink,Beverage made with grass jelly and water,Beverages,Asian and herbal drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),25,100,0,0,0,0,0,0,0,0,6.19,24.76,5.73,22.92,-,-,-,-,-,-,18,72,4,16,0.3,1.2,95.73,382.92,-,-,-,-,-,-,-,-,-,-,0.16,0.64,0,0,0,0,0,0,5.56,22.24,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Herbal tea,"Caffeine-free tea made from herbs, flowers, or fruit",Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 265ml,-,Lab Analysis,2010,Per 100ml,Per Serving (265ml),23,61,0,0,0,0,0,0,0,0,5.79,15.34,5.6,14.84,-,-,0,0,1,3,-,-,2,5,0.08,0.21,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Herbal tea (no sugar),Brewed tea with various chinese herbs and no sugar,Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 250ml,-,Borrowed,2025,Per 100ml,Per Serving (250ml),1,3,0,0,0,0,Trace,Trace,-,-,0.2,0.5,0,0,-,-,0,0,1,3,-,-,2,5,0.08,0.2,-,-,-,-,0.01,0.03,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Honey lemon tea (less sugar, packaged)",Ready-to-drink beverage made with less honey and lemon juice,Beverages,Asian and herbal drinks,100%,1 cup (200ml) = 200ml,-,NIP,2025,Per 100ml,Per Serving (200ml),36,72,0,0,0,0,0,0,0,0,9.09,18.18,0,0,-,-,0,0,0,0,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.81,3.62,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Iced longan/lychee drink,"Drained, canned longan/lychee topped with ice, usually with sugar syrup added",Beverages,Asian and herbal drinks,100%,1 cup(s) = 550ml,-,Derived,2026,Per 100ml,Per Serving (550ml),41,226,0.08,0.44,0,0,0,0,0,0,10.24,56.32,9.76,53.68,-,-,-,-,-,-,30,165,3,17,0.14,0.77,93.62,514.91,-,-,-,-,-,-,-,-,-,-,3.2,17.6,2.52,13.86,0,0,0.78,4.29,3.29,18.1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Lemon barley (packaged),Ready-to-drink barley beverage with lemon flavouring,Beverages,Asian and herbal drinks,100%,1 packet = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),30,75,0,0,0,0,0,0,0,0,7,17.5,6,15,-,-,0,0,0,0,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Plum drink (packaged),Ready-to-drink beverage with plum flavour,Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),32,80,0,0,0,0,0,0,0,0,8.5,21.25,8,20,-,-,0,0,180,450,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Water chestnut,Water chestnut drink with sugar,Beverages,Asian and herbal drinks,100%,1 regular cup(s) = 400ml,1 large cup(s) = 500ml,Derived,2026,Per 100ml,Per Serving (400ml),17,68,0,0,0,0,0,0,0,0,4.16,16.64,3.44,13.76,-,-,-,-,-,-,7,28,2,8,Trace,Trace,96.87,387.48,-,-,-,-,-,-,-,-,-,-,0.31,1.24,0.4,1.6,0,0,0,0,2.73,10.92,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Water chestnut drink (less sugar, packaged)",Ready-to-drink beverage made from water chestnuts with less sugar,Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),32,80,0.2,0.5,0,0,0,0,0,0,7.82,19.55,6.8,17,-,-,0.05,0.13,4,10,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Water chestnut sugar cane drink (less sugar, packaged)",Ready-to-drink blend of water chestnuts and sugar cane juice with less sugar,Beverages,Asian and herbal drinks,100%,1 glass (250ml) = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),27,68,0,0,0,0,0,0,0,0,4.5,11.25,4.4,11,-,-,0,0,2,5,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,"Winter melon drink (less sugar, packaged)",Ready-to-drink beverage made from winter melon with less sugar,Beverages,Asian and herbal drinks,100%,1 packet = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),28,70,0,0,0,0,0,0,0,0,7,17.5,6.2,15.5,-,-,0,0,13,33,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Winter melon drink (packaged),Ready-to-drink beverage made from winter melon,Beverages,Asian and herbal drinks,100%,1 packet = 250ml,1 bottle = 500ml,NIP,2025,Per 100ml,Per Serving (250ml),24,60,0,0,0,0,0,0,0,0,6,15,4.48,11.2,-,-,0,0,1,3,-,-,0,0,0,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Beverages,Luo han guo drink,Traditional Chinese herbal drink made from monk fruit (luo han guo),Beverages,Asian and herbal drinks,100%,1 bottle(s) = 500ml,-,Derived,2026,Per 100ml,Per Serving (500ml),4,20,0.08,0.4,Trace,Trace,Trace,Trace,Trace,Trace,0.85,4.25,0.4,2,-,-,-,-,-,-,29,145,2,10,0.13,0.65,98.23,491.15,-,-,Trace,Trace,Trace,Trace,Trace,Trace,-,-,0.05,0.25,0.2,1,Trace,Trace,Trace,Trace,0.15,0.75,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
