id,dish_name,other_names,category,food_group,food_subgroup,description,serving_default_desc,serving_basis,kcal_default,kcal_per_100,per100_unit,protein_g,carbs_g,fat_g,portion_note,input_mode,is_favourite,source,last_updated
shrimp-dumpling-noodles-soup,Shrimp dumpling noodles (soup),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Egg noodle with boiled shrimp dumplings served in clear soup broth,1 bowl(s) = 716g,Per Serving (716g),444,62,Per 100g,26.49,69.17,6.44,,photo,FALSE,Lab Analysis,2023
sliced-fish-beehoon-soup-no-milk,Sliced fish beehoon soup (no milk),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Fresh sliced fish pieces, vegetables and thick beehoon in clear broth",1 bowl(s) = 811g,Per Serving (811g),389,48,Per 100g,21,78.02,6.65,,photo,FALSE,Derived,2026
sliced-fish-beehoon-soup-with-milk,Sliced fish beehoon soup (with milk),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Thick rice vermicelii, fresh sliced fish pieces and vegetables in creamy soup broth from the addition of evaporated milk",1 bowl(s) = 600g,Per Serving (600g),294,49,Per 100g,20.34,38.1,6.3,,photo,FALSE,Derived,2026
sliced-fish-hor-fun,Sliced fish hor fun,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Flat hor fun noodles with thinly sliced fish and vegetables, together with egg sauce",1 plate(s) = 707g,Per Serving (707g),933,132,Per 100g,29.84,86.32,51.89,,photo,FALSE,Lab Analysis,2023
soto-ayam,Soto ayam,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Soup containing shredded chicken, bean sprouts and rice cakes (ketupat)",1 bowl(s) = 569g,Per Serving (569g),216,38,Per 100g,19.35,17.64,7.97,,photo,FALSE,Lab Analysis,2010
soya-sauce-chicken-noodles-dry,Soya sauce chicken noodles (dry),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Dry thin wheat noodles with chicken, chye sim, soy sauce and chilli sauce",1 plate(s) = 352g,Per Serving (352g),444,137,Per 100g,25.68,39.41,19.24,,photo,FALSE,Lab Analysis,2010
stir-fried-beehoon-with-chicken-and-egg,Stir fried beehoon with chicken and egg,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Thin rice noodles fried with chye sim, black mushroom, chicken and egg",1 plate(s) = 284g,Per Serving (284g),369,130,Per 100g,21.3,46.41,10.93,,photo,FALSE,Lab Analysis,2010
suan-la-fen,Suan la fen,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Chinese spicy-sour glass noodles in soup,1 bowl(s) = 662g,Per Serving (662g),437,66,Per 100g,9.27,68.19,14.43,,photo,FALSE,Lab Analysis,2010
suan-la-mian,Suan la mian,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Chinese spicy-sour wheat noodles in soup,1 bowl(s) = 720g,Per Serving (720g),562,78,Per 100g,21.6,72,20.45,,photo,FALSE,Lab Analysis,2018
thai-seafood-tom-yum-noodle-soup,Thai seafood tom yum noodle (soup),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Thai-style noodles cooked with mixed seafood in spicy and tangy  broth,1 bowl(s) = 1057g,Per Serving (1057g),613,58,Per 100g,33.82,89.85,13.64,,photo,FALSE,Lab Analysis,2018
thick-beehoon,Thick beehoon,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Thick and chewy noodles made from rice flour,1 bowl(s) = 200g,Per Serving (200g),242,121,Per 100g,3.14,56,0.56,,photo,FALSE,Derived,2026
vegetable-ban-mian-soup,Vegetable ban mian (soup),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Hand made flat wheat noodles with vegetables in clear broth,1 bowl(s) = 989g,Per Serving (989g),534,54,Per 100g,25.71,78.13,12.86,,photo,FALSE,Lab Analysis,2018
vongole-pasta,Vongole pasta,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Italian pasta with clams in white wine sauce,1 plate(s) = 402g,Per Serving (402g),233,88,Per 100g,9.29,34.76,6.37,,photo,FALSE,Lab Analysis,2010
wanton-noodles-dry,Wanton noodles (dry),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Egg noodles with 3 boiled minced pork wanton dumplings, sliced char siew, vegetables, topped with lard",1 bowl(s) = 388g,Per Serving (388g),625,161,Per 100g,33.72,74.11,21.34,,photo,FALSE,Lab Analysis,2025
wanton-noodles-soup,Wanton noodles (soup),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"3 minced pork wanton dumplings with noodles, sliced char siew and vegetables in soup",1 bowl(s) = 678g,Per Serving (678g),644,95,Per 100g,49.36,81.36,13.56,,photo,FALSE,Lab Analysis,2025
white-bee-hoon,White bee hoon,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Singaporean dish of rice vermicelli in white sauce with seafood and vegetables,1 plate(s) = 656g,Per Serving (656g),643,98,Per 100g,20.66,79.7,26.57,,photo,FALSE,Lab Analysis,2024
zha-jiang-mian,Zha jiang mian,,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Chinese noodle dish topped with minced pork sauce made from soybean paste and sweet bean sauce,1 bowl(s) = 462g,Per Serving (462g),670,145,Per 100g,26.33,77.62,28.41,,photo,FALSE,Lab Analysis,2010
braised-duck-noodles-dry,Braised duck noodles (dry),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Egg noodles with shredded braised duck meat, skin and green vegetables in black gravy",1 plate(s) = 410g,Per Serving (410g),492,120,Per 100g,21.03,75.65,11.69,,photo,FALSE,Lab Analysis,2025
roasted-duck-noodles-dry,Roasted duck noodles (dry),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,"Egg noodles with sliced roasted duck meat, skin and green vegetables in sauce",1 plate(s) = 321g,Per Serving (321g),474,152,Per 100g,26.83,46.49,19.97,,photo,FALSE,Lab Analysis,2025
kway-chap-noodle-slices-and-soup-together,Kway chap (noodle slices and soup together),,Grains and staples,Grains and staples,Noodle/Pasta-based dishes,Flat rice noodle sheets served in savoury broth with braised ingredients,1 bowl(s) = 680g,Per Serving (680g),503,74,Per 100g,7.68,107.78,4.76,,photo,FALSE,Lab Analysis,2025
cooked-brown-rice-beehoon,Cooked brown rice beehoon,,Grains and staples,Grains and staples,Noodles and pasta,"Cooked rice noodle, light brown in colour, soft tender texture with mild nutty taste.",1 bowl(s) = 200g,Per Serving (200g),738,369,Per 100g,15.8,151.6,6.06,,photo,FALSE,Borrowed,2025
cooked-egg-noodles,Cooked egg noodles,,Grains and staples,Grains and staples,Noodles and pasta,"Cooked wheat noodle, yellow in colour, soft tender texture with rich egg taste.",1 bowl(s) = 200g,Per Serving (200g),276,138,Per 100g,9.08,50.32,4.14,,photo,FALSE,Borrowed,2025
cooked-japanese-soba,Cooked Japanese soba,,Grains and staples,Grains and staples,Noodles and pasta,"Cooked buckwheat noodle, grey-brown in colour, soft tender texture with nutty taste.",1 bowl(s) = 200g,Per Serving (200g),198,99,Per 100g,10.12,42.88,0.2,,photo,FALSE,Borrowed,2025
mixed-brown-rice-20-brown-80-white,"Mixed brown rice (20% brown, 80% white)",,Grains and staples,Grains and staples,Rice,Blend of cooked brown and white rice in 20:80 ratio,1 bowl(s) = 200g,Per Serving (200g),258,129,Per 100g,5.4,55.36,0.84,,photo,FALSE,Derived,2026
mixed-brown-rice-50-brown-50-white,"Mixed brown rice (50% brown, 50% white)",,Grains and staples,Grains and staples,Rice,Blend of cooked brown and white rice in 50:50 ratio,1 bowl(s) = 200g,Per Serving (200g),254,127,Per 100g,5.44,53.8,1.26,,photo,FALSE,Derived,2026
black-glutinous-rice-uncooked,"Black glutinous rice, uncooked",,Grains and staples,Grains and staples,Rice,"Uncooked grain, deep purple-black in colour, firm opaque texture with subtle sweet taste, commonly used to make burbur cha cha.",1 cup(s) = 174g,Per Serving (174g),609,350,Per 100g,12.98,123.7,4.99,,photo,FALSE,Borrowed,2025
cooked-white-glutinous-rice,Cooked white glutinous rice,,Grains and staples,Grains and staples,Rice,"Cooked grain white glutinous rice, translucent white in colour, soft sticky texture with mild sweet taste.",1 bowl(s) = 200g,Per Serving (200g),194,97,Per 100g,4.04,42.18,0.38,,photo,FALSE,Borrowed,2025
ayam-panggang-with-rice,Ayam panggang with rice,,Grains and staples,Grains and staples,Rice-based dishes,"Malay-style grilled chicken with spices and marinade, served with rice",1 plate(s) = 750g,Per Serving (750g),1167,181,Per 100g,70.69,117.13,46.44,,photo,FALSE,Lab Analysis,2026
ayam-penyet-with-rice,Ayam penyet with rice,,Grains and staples,Grains and staples,Rice-based dishes,"Indonesian-style deep-fried smashed chicken served with rice, tofu and vegetables",1 plate(s) = 517g,Per Serving (517g),884,189,Per 100g,48.9,100.38,31.59,,photo,FALSE,Lab Analysis,2025
beef-rice-bowl,Beef rice bowl,,Grains and staples,Grains and staples,Rice-based dishes,"Steamed rice topped with sliced beef, stir-fried vegetables and sweet-savoury sauce",1 bowl(s) = 373g,Per Serving (373g),686,184,Per 100g,28.57,87.1,24.62,,photo,FALSE,Lab Analysis,2025
braised-duck-rice-set-with-egg-and-tau-kwa,Braised duck rice set (with egg and tau kwa),,Grains and staples,Grains and staples,Rice-based dishes,"Sliced braised duck served with rice, hard-boiled egg, braised firm tofu, peanuts and cucumber",1 set(s) = 398g,Per Serving (398g),665,167,Per 100g,31.36,76.02,25.87,,photo,FALSE,Lab Analysis,2025
bubur-kanji,Bubur kanji,,Grains and staples,Grains and staples,Rice-based dishes,Malay-style fried peanut and ikan bilis porridge,1 bowl(s) = 377g,Per Serving (377g),347,92,Per 100g,12.97,37.1,16.06,,photo,FALSE,Lab Analysis,2010
century-egg-and-pork-porridge,Century egg and pork porridge,,Grains and staples,Grains and staples,Rice-based dishes,Rice porridge with preserved century egg and minced pork,1 bowl(s) = 489g,Per Serving (489g),289,59,Per 100g,12.37,32.76,11.74,,photo,FALSE,Lab Analysis,2025
char-siew-chee-cheong-fun,Char siew chee cheong fun,,Grains and staples,Grains and staples,Rice-based dishes,"Steamed rice noodle rolls filled with barbecued pork, served with sweet soy sauce and sesame seeds",1 roll(s) = 228g,Per Serving (228g),310,136,Per 100g,9.35,46.51,9.69,,photo,FALSE,Lab Analysis,2025
char-siew-rice,Char siew rice,,Grains and staples,Grains and staples,Rice-based dishes,"Honey barbecued char siew served with rice, accompanied by cucumber",1 plate(s) = 353g,Per Serving (353g),621,176,Per 100g,31.13,95.66,12.36,,photo,FALSE,Lab Analysis,2025
chee-cheong-fun-plain,Chee cheong fun (plain),,Grains and staples,Grains and staples,Rice-based dishes,Plain rice sheet rolls served with sweet sauce and sesame oil,1 roll(s) = 262g,Per Serving (262g),343,131,Per 100g,4.3,70.35,4.98,,photo,FALSE,Lab Analysis,2025
chicken-katsu-curry-omurice,Chicken katsu curry omurice,,Grains and staples,Grains and staples,Rice-based dishes,"Japanese-style fried rice with breaded chicken cutlet and curry sauce, wrapped in egg omelette",1 plate(s) = 646g,Per Serving (646g),1124,174,Per 100g,55.56,80.75,64.28,,photo,FALSE,Lab Analysis,2018
chicken-katsu-curry-rice,Chicken katsu curry rice,,Grains and staples,Grains and staples,Rice-based dishes,Japanese-style curry with deep-fried breaded chicken cutlet and rice,1 plate(s) = 614g,Per Serving (614g),1087,177,Per 100g,43.96,133.85,42.06,,photo,FALSE,Lab Analysis,2025
chicken-katsu-don,Chicken katsu don,,Grains and staples,Grains and staples,Rice-based dishes,Fried chicken cutlet with egg on top of rice,1 bowl(s) = 626g,Per Serving (626g),920,147,Per 100g,41.25,97.66,40.75,,photo,FALSE,Lab Analysis,2018
chicken-porridge,Chicken porridge,,Grains and staples,Grains and staples,Rice-based dishes,Chicken boiled with porridge,1 bowl(s) = 556g,Per Serving (556g),311,56,Per 100g,15.57,38.92,10.29,,photo,FALSE,Lab Analysis,2025
claypot-chicken-rice,Claypot chicken rice,,Grains and staples,Grains and staples,Rice-based dishes,"Rice with chicken and Chinese sausages, cooked in claypot",1 bowl(s) = 543g,Per Serving (543g),974,183,Per 100g,65.7,114.38,27.93,,photo,FALSE,Lab Analysis,2025
claypot-frog-porridge,Claypot frog porridge,,Grains and staples,Grains and staples,Rice-based dishes,Rice porridge served with stir-fried frog legs in soy sauce and ginger,1 bowl(s) = 660g,Per Serving (660g),554,84,Per 100g,35.84,45.47,25.01,,photo,FALSE,Lab Analysis,2023
claypot-porridge-plain,Claypot porridge (plain),,Grains and staples,Grains and staples,Rice-based dishes,Plain rice porridge in claypot,1 bowl(s) = 660g,Per Serving (660g),383,58,Per 100g,7,54.45,14.85,,photo,FALSE,Lab Analysis,2023
cuttlefish-porridge,Cuttlefish porridge,,Grains and staples,Grains and staples,Rice-based dishes,Rice porridge cooked with sliced cuttlefish,1 bowl(s) = 660g,Per Serving (660g),548,83,Per 100g,11.22,113.52,5.94,,photo,FALSE,Lab Analysis,2010
duck-porridge,Duck porridge,,Grains and staples,Grains and staples,Rice-based dishes,"Porridge with boiled boneless duck meat, garnished with fried onion and soya sauce",1 bowl(s) = 660g,Per Serving (660g),686,104,Per 100g,65.34,61.38,19.8,,photo,FALSE,Lab Analysis,2010
economic-rice-1-vegetable-1-fish,"Economic rice (1 vegetable, 1 fish)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one vegetable dish and one fish dish,1 plate(s) = 497g,Per Serving (497g),609,123,Per 100g,27.09,70.32,23.67,,photo,FALSE,Derived,2026
economic-rice-1-vegetable-1-fried-meat,"Economic rice (1 vegetable, 1 fried meat)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one vegetable dish and one fried meat dish,1 plate(s) = 515g,Per Serving (515g),803,156,Per 100g,35.43,79.93,37.18,,photo,FALSE,Derived,2026
economic-rice-1-vegetable-1-meat,"Economic rice (1 vegetable, 1 meat)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one vegetable dish and one meat dish,1 plate(s) = 553g,Per Serving (553g),697,126,Per 100g,34.51,75.37,27.48,,photo,FALSE,Derived,2026
economic-rice-1-vegetable-2-fried-meats,"Economic rice (1 vegetable, 2 fried meats)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one vegetable dish and two fried meat dishes,1 plate(s) = 640g,Per Serving (640g),1165,182,Per 100g,60.54,92.54,60.61,,photo,FALSE,Derived,2026
economic-rice-1-vegetable-2-meats-1-fried,"Economic rice (1 vegetable, 2 meats (1 fried))",cai fan 2 meat (fried) 1 veg,Grains and staples,Grains and staples,Rice-based dishes,"Mixed rice dish containing white rice with one vegetable dish, one meat dish and one fried meat dish",1 plate(s) = 678g,Per Serving (678g),1058,156,Per 100g,59.6,88,50.92,"one bowl of rice, fried meat with sauce, one portion of potatoes or tofu or egg, one portion of meat with sauce",photo,FALSE,Derived,2026
economic-rice-1-vegetable-2-meats,"Economic rice (1 vegetable, 2 meats)",cai fan 2 meat 1 veg,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one vegetable dish and two meat dishes,1 plate(s) = 716g,Per Serving (716g),952,133,Per 100g,58.64,83.41,41.24,"one bowl of rice, one portion of vegetables, potatoes or tofu or egg, two portions of meat with sauce",photo,FALSE,Derived,2026
economic-rice-2-meats-1-fried,Economic rice (2 meats (1 fried)),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with one fried meat dish and one meat dish,1 plate(s) = 488g,Per Serving (488g),878,180,Per 100g,54.66,77.01,37.82,,photo,FALSE,Derived,2026
economic-rice-2-meats,Economic rice (2 meats),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two meat dishes,1 plate(s) = 526g,Per Serving (526g),768,146,Per 100g,53.7,72.48,28.09,,photo,FALSE,Derived,2026
economic-rice-2-vegetables,Economic rice (2 vegetables),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two vegetable dishes,1 plate(s) = 580g,Per Serving (580g),626,108,Per 100g,15.25,78.3,26.8,,photo,FALSE,Derived,2026
economic-rice-2-vegetables-1-fish,"Economic rice (2 vegetables, 1 fish)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two vegetable dishes and one fish dish,1 plate(s) = 687g,Per Serving (687g),795,116,Per 100g,32,81.27,36.8,,photo,FALSE,Derived,2026
economic-rice-2-vegetables-1-fried-meat,"Economic rice (2 vegetables, 1 fried meat)",cai fan fried meat,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two vegetable dishesand one fried meat dish,1 plate(s) = 705g,Per Serving (705g),987,140,Per 100g,40.4,90.87,50.27,,photo,FALSE,Derived,2026
economic-rice-2-vegetables-1-meat,"Economic rice (2 vegetables, 1 meat)",cai fan more veg,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two vegetable dishes and one meat dish,1 plate(s) = 743g,Per Serving (743g),877,118,Per 100g,39.45,86.34,40.57,,photo,FALSE,Derived,2026
economic-rice-2-vegetables-2-meats,"Economic rice (2 vegetables, 2 meats)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two vegetable dishes and two meat dish,1 plate(s) = 906g,Per Serving (906g),1133,125,Per 100g,63.6,94.41,54.36,,photo,FALSE,Derived,2026
economic-rice-3-meats-1-fried,Economic rice (3 meats (1 fried)),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two meat dishes and one fried meat dish,1 plate(s) = 651g,Per Serving (651g),1133,174,Per 100g,78.84,85.02,51.56,,photo,FALSE,Derived,2026
economic-rice-3-meats-2-fried,Economic rice (3 meats (2 fried)),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with two fried meat dishes and one meat dish,1 plate(s) = 613g,Per Serving (613g),1238,202,Per 100g,79.75,89.56,61.3,,photo,FALSE,Derived,2026
economic-rice-3-meats,Economic rice (3 meats),,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with three meat dishes,1 plate(s) = 689g,Per Serving (689g),1020,148,Per 100g,77.93,80.48,41.89,,photo,FALSE,Derived,2026
economic-rice-3-vegetables-1-fried-meat,"Economic rice (3 vegetables, 1 fried meat)",,Grains and staples,Grains and staples,Rice-based dishes,Mixed rice dish containing white rice with three vegetable dishes and one fried meat dish,1 plate(s) = 895g,Per Serving (895g),1172,131,Per 100g,45.29,101.85,63.46,,photo,FALSE,Derived,2026
